Restaurant,Review,Rating,Label
The Old Madras Baking Company,A fine place to sit and relax on a lazy afternoon Food is okayish but on the expensive side But the cakes and pastries are not recommended ,3.0,1
Domino's Pizza,Delivery and taste wasn t that good ,3.0,1
Tempteys,Caramel Brownie was the best I could grab here and I strongly recommend the same When it comes to snacks they have potato wedges and french fries with multiple flavors A decent outlet that can accommodate around 12 visitors pretty clean and pleasant ambiance The service could ha e been a little better I always look out for friendlg staffs ,3.0,1
Flechazo,Heard about this restaurant from a friend and choose this place to have team lunch Rating Ambiance 4 Food 3 Service 4 There were many items on list but taste was not so good Don t be fooled by word unlimited beverages only a single type of beverage is unlimited and you can t choose the flavour Totally felt disappointed by taste but customer service was good ,3.0,1
NorFest - The Dhaba,Well this is the first time I ordered from NorFest The Dhaba I ordered for mutton combo meal which contains rice dal makhani 2 paratha and mutton with a pocket pinch of Rs 400 However very disappointed with the quantity of food At that price range they are not providing a proper portion Moreover the mutton was well cooked but out of 4 small pieces 2 of them had bones and no meat Kindly donot deceive your customers like this with good packaging I gave three star only for the quality ,3.0,1
Tandoori Food Works,Order regular paneer tikka briyani from this place which costs rs 250 The briyani was good but the paneer was not so fresh and the quantity was very less It just fills one person stomach if someone s appetite is high then they would regret if they order food from this place There were two sizes small Rs 160 and regular rs 250 Obviously one would think that small fills one person and regular would fill two But No Very disappointed with the portion of food that they serve The Raitha was really tasty I hope they increase the portion for the amount they charge ,3.0,1
Gal Punjab Di,This is a small Punjabi cuisine restaurant where we went for dinner dahi ke kawab was awesome Also the paneer lababdar was delicious We didn t like the rotis much The naan was little thicker than it should be and the lachha paratha was more oily But overall we liked the food The service is also good The waiters were polite and asked for feedback after the dinner We will definitely visit again to try other dishes Update Went recently on Independence day The paneery curry was just color and chilli powder The paneer pieces were also very stiff The rotis were also very rubbery ,3.0,1
Owm Nom Nom,I ordered chicken fry biriyani but they had delivered normal chicken biryani I was expecting a fried chicken piece instead I found a boiled chicken piece The overall taste is fine ,3.0,1
Driven Cafe, DRIVEN CAFE A RUSTY BIG TOY CAFE Which server some terrific a central nervous system stimulant of the methylxanthine class called Caffeine This place is well setup in gachibowli near sheraton Hotel Surrounded with some fancy cars and bikes with some great ambience and blood rushing coffee Visited this place many times and tried few items on their menu The coffee was good and their food was okish The walnut brownies was one of my favourites on their menu Really good place for people to hangout and spend some time Service was very poor That s the main reason for my 3 ,3.0,1
Domino's Pizza,According to the message I got from dominos the delivery executive was supposed to deliver the pizza at the door despite of me mentioning the complete address The man came at the wrong place and called me outside They should never mention door delivery if they wanna deliver it outside ,3.0,1
Gal Punjab Di,Finally Found something in hyderabad that tastes like north indian food Tried the chilli chicken and thankfully it came without curry leaves Also ordered roomali roti which was quite large in size Packaging 4 5 Taste 3 5 5 Quantity 4 5 Will i order again definitely ,3.0,1
Ulavacharu,The ambience is good But the food took too long time to arrive at the table We ordered some 3 kinds of pulav items but had to cancel them due to delay,3.0,1
Banana Leaf Multicuisine Restaurant,Good taste but less spicy ,3.0,1
Tiki Shack,Ambience 4 Music 4 Staff 3 Drinks 3 Food 4 Hit on wallet medium A super hit club of Jubilee Hills as per me is finding hard to live up to its reputation Standard Cocktails can be made better In food Nachoz is good but don t expect too much non veg in non veg nachos feels more like veg Achari murg is good and so is garlic bread Music is good and sometimes they bring in Dhol wala to up the spirit Cheers ,3.0,1
Jonathan's Kitchen - Holiday Inn Express & Suites,Lousy staff and lousy service I went for dinner buffet and except a few things I didn t like anything The deserts were really really bad With so many options and none of them were good The only good thing is the ambience I don t recommend this place at all ,3.0,1
SKYHY,I had been to this place last weekend with family I must say the service is excellent Coming to the ambience the dance floor and the area beside that looks great but the rooftop wasn t that interesting 1 less star only for that But other than that the food was good but not that great We ordered 1 Budweiser 3 2 Virgin Mojito 2 It was soooooo good 3 Chicken Tikka Could have cooked more 4 Crispy chicken Asian Style 5 Dragon Chicken 6 Chicken pulao Same as Biryani nothing great Overall I feel a little more work to be put into deco on the rooftop a little on food But a good open air experience Best if you come as a couple The dance floor will be open to you ,3.0,1
Shree Santosh Dhaba Family Restaurant, ,3.0,1
Owm Nom Nom,good,3.0,1
Cafe Eclat,It s a little expensive place I feel coffee was normal nothing great about it But blueberry cheese cake was different and good If u visit the place then their cheese cake is a must try ,3.0,1
Udipi's Upahar,good,3.0,1
The Old Madras Baking Company,Just your normal cafe nothing out of the ordinary Very slow and inattentive service Okay food Coffee not that great The only thing I would think of ordering on repeat would be the spinach and mushroom pie and maybe the blueberry Danish Value for money could be better Not at all inpressive ,3.0,1
Shah Ghouse Spl Shawarma,Chicken shawarma is awesome but ordered veg falafel too with instructions not to put cucumber kheera because I am allergic to cucumber but have ignored it n made me fall sick Also I mentioned extra mayoneese which wasn t there 5 ratings for special chicken shawarma 1rating for veg falafel ,3.0,1
Banana Leaf Multicuisine Restaurant,Ordered dragon chicken 3 5 sweet in Taste And chicken pieces are hard to chew Paneer 65 and paneer majestic are good in taste but softness of paneer is underdone Rotis and butternans are very good here Mughlai chicken not so spicy but tasted good Chicken fry piece biryani totally disappointed as the chicken was fried too much and biryani rice is okay in taste Sides are good Ambience is quiet bright and friendly Staffa nd service are good Price s of dishes is reasonable,3.0,1
Barbeque Nation,This was my first time at a Barbeque Nation I ve heard great things about it people sounded like they serve food from heaven Now let me tell you about my experience at this outlet not going to judge the other outlets The service was not good we had to call em more than thrice to get the starters served the chicken tasted stale fish and prawns were amazing though They were serving complimentary drinks I selected ice tea worst one I ve ever had The good thing about this place their manager he knew we weren t happy tried his best to make things right for us made the chef come to our table which felt good and cared for I liked the ambience of this place will definitely give another chance to this outlet ,3.0,1
Domino's Pizza,I had received pizza in 55 mins it s was not hot at the time of delivery,3.0,1
The Chocolate Room,Sinful Nothing describes this place better Going through their super extensive menu would probably make you tired but the service is so appalling probably you ll die of hunger waiting for your order to arrive The place is cosy enough for you to carry a laptop and spend a couple hours on an assignment I d recommend you do that cause anyway they deliver orders after forever As the name goes I ve always had it in my mind to relate this place to a dessert bar And hence I ve never tried the savoury items offered here But I ve heard they have a good offering among sandwiches and nachos So that would keep my review limited only to the sweet dishes The Toblerone Shake and the Kitkat Shake are the shizzz So full of the taste actually well prepared The chocolate brownie is really a waste of money you ve probably had much better brownies all over Hyderabad Nutella Waffles and Death by Chocolate pancakes so good A heaven full of chocolate sauce and ice cream Make sure to hit the gym soon after P Slightly higher on the price point but worth a try ,3.0,1
Club Rogue,Overcrowded is the first thing that comes to my mind They have a really big place but I guess not well managed it s like open for all people smoking everywhere DJ was below average and the sound systems can improve Overall 3 5 Ambience 2 5 Food 4 5,3.0,1
Shanghai Chef 2,Food was good but please send some forks tissues and sauce packets from next time ,3.0,1
Hunger Maggi Point,Too spicy,3.0,1
Zing's Northeast Kitchen,I read a lot of reviews about this place before visiting most of them read that the service is very slow I only realised it after I went there I was so tired waiting for my food that I only had starters here and went to some other place for dinner Food was no wonder very tasty We ordered drums of heaven and pork belly in chilly sauce It all tasted really nice I hope the place works on their service ,3.0,1
AB's - Absolute Barbecues,Visited this place with my friends strong recommendation and great reviews seen To be honest it didn t live up to the great reviews and great reputation it has Food spread is huge and too many varieties are there so a big thumsup for the same Quality of food is not wow but very average prawn barbeque and chicken was very average Service is good and taken good care of Ambience was ok it was feeling hot and we were sweating inside All in all a average ok experience ,3.0,1
Shree Santosh Dhaba Family Restaurant,fine,3.0,1
Absolute Sizzlers,I have been here twice Once I tried the buffet whcih is waste of money The spread could be better The Ala carte was good I had chicken sizzlers and fish tikka Taste 3 5 5 Quantity 3 5 Service 3 5 5 Ambience 3 5,3.0,1
Zing's Northeast Kitchen,The staff is a little less knowledgeable and understanding when it comes to explaining the dishes they don t have anything for a vegetarian guest we had one vegetarian friend in a group of 10 who starved They restaurant smells for the raw meat from the kitchen The mocktails are good the pork is mid rare and juicy however the chicken is not that good ,3.0,1
Cream Stone,They didn t packed the ice cream nicely ie didn t keep any dry ice because of that it got melted and spreads in the pckage A bit disappointed other than that taste is good ,3.0,1
Marsala Food Company,This was our first visit While the ambience is nice we felt that their food was okay Basa fish tikka it wasn t as soft and melting into our mouths as normally it should We have had better tikkas Would rate 3 5 Marsala special chicken curry again nothing special about the preparation except that they served it with an omlet 3 5,3.0,1
Diners Pavilion,Went with family on Saturday Nov 3rd Only one more table was occupied so was worried about the place We were seated very quickly and food order taken quickly and served within reasonable time Food was okay not that great taste the chicken wings were good though Choice of non veg soups limited to 4 types and only 2 of them were available that time Chicken quesadillas didn t taste like a quesadilla It was like some chicken pieces wrapped in a roti There is nothing compelling to visit this place the second time ,3.0,1
Olive Garden,We ve been here on recommendation from my colleague that the starters are on fire since I am a big fan of starters So as soon as we reached the spot we could see that the restaurant was congested and somehow they just wanted to fit in the Gachibowli area The interior was also tiny and seemed confined Anyhow we ordered chicken garlic chicken biryani as that was a very standard item to test on any new restaurant The staff were ok not quick but not rash though Even though they got our food very late they somehow tried to convince us with something non relatable situations Forgetting all that we just wanted to concentrate on our food As soon as we had our first bite the first thing that came to our mind was it s good but not great The flavour in the Biryani was good but the quantity was on a lesser side when compared to the prices Overall it s a place where you can visit once in a while if you stay work near Gachibowli This is not a place to visit from a long distance Food 3 5 Service 3 5 Ambience 3 5 Value for money 2 5 5 Overall 3 5,3.0,1
Pakwaan Grand,Heard a lot of time about this place and always wanted to visit but couldn t so though of ordering food online Ordered vegetable briyani which is good in taste Expected little more but it was good The delivery time was also very fast ,3.0,1
Green Bawarchi Restaurant,Very nice Mandi All Mandi r best but service for Briyani section is not good Quantity for the price is best pieces in Mandi r best Go with friend to eat mandi,3.0,1
KFC,Decent ambience and setup Lots of space which is kind of expected being a franchise Fast service but inefficient On multiple occasions they gave the wrong order ,3.0,1
The Foodie Monster Kitchen,I was feeling like having a late night shake in the pleasant weather and therefore I ordered one through this place Fruit pebble shake was the one which I ordered using Zomato but I think they delivered me the wrong one The shake has the taste of chocolate cookies so it was definitely not fruit Irrespective of that the taste of the shake was average and I think they can improve their bar ,3.0,1
Kritunga Restaurant,very very spicy,3.0,1
Driven Cafe,Good ambience A place for grabbing quick bites Service was a bit late Heard that this place serves good coffee I had cold coffee which was very bad surprisingly ,3.0,1
Desi Bytes,very late by hotel,3.0,1
Gal Punjab Di,Average place with average food and ambience They claim to be a Punjabi restaurant but not really Punjabi at core The food is just ok with okayish ambience ,3.0,1
Frio Bistro,I was at this bistro for dinner with my friends recently on a weekday Ambience was decent It was a tad too dark for my liking but the spacious table setting and the gentle hit tracks playing in the background made up for a nice dinner setting Service was pretty decent The waiter who attended our table was courteous and prompt in serving The food was a big disappointment though Of all the dishes we ordered few starters and the tiramisu cake were the only saving grace Main course Spinach ravioli Belly dance pizza Stuffed chicken breast and Greek chicken sovlakhi was a total disaster Not a single person from our group of 6 could find anything tasty from this bunch We finished the meal off with tiramisu and dbc cake which was good and filling Overall an average restaurant If you re looking for good Italian this is not the place to be CIBO house is ,3.0,1
Mathura Vilas,Disappointed with their so called special Navaratri thali festival they did not have any other option of thali during this time and when asked about north indian or south indian thali they told that they have only special Navaratri thali we decided to order two of them Nothing special in this one by Navaratri thali you would expect kadhi khichadi and some good options but this was actually a mix of north and south indian thali utappam sambar payasam kela sabji mixture from South and tandoor roti puri corn n peas sabji tikki from north and small mixed fruits salad green chutney sweet chutney plain curd they had just plain steam rice They missed serving us welcome drink of chaas lassi Overall disappointed for the price paid and options received ,3.0,1
Owm Nom Nom,Tried two dishes chicken biryani and mushroom biryani both tasted good initially but as the ghee content was more the taste was not very good ,3.0,1
10 Downing Street,A grand entry decent ambience and average food That just about sums it up for 10 Downing Street Just as the name suggests the place has a very British feel to it as far as the ambience goes It s cost warm and has great layout But the layout proves to be a negative as well We went here for lunch and the place was very loud The good point was that we got a great seat with excellent view The service was decent but one of the dishes we ordered did not arrive I hope they write down what was ordered The food itself was good We had chicken wings chicken Tikka seekh kabab tandoori veg platter and drinks The food was good and arrived a tad slow Overall it is a good place to have a drink and be merry ,3.0,1
Being Hungry,very OILly inspite of saying put less oil but good quantity,3.0,1
GD's,I have taken 2 stars out only because of the time they took to make the burger No doubt the burger was very juicy and tasty but the time they took to make it was far too long ,3.0,1
Frio Bistro,I really had high expectations for Frio Bistro It d been on my To Eat list for a while The food is average We had a pasta the Chicken Sausage paella and a cheesecake Nothing was really sooo yummy out of the world And it was really costly But the staff was courteous However I probably won t come here again,3.0,1
Shree Santosh Dhaba Family Restaurant,food is not hot,3.0,1
The Foodie Monster Kitchen,Been to this place for breakfast Choose pancake waffle breakfast combo It was good in taste little disappointed with the waffle though they were soggy but pancakes were really good Hash browns were nice All in all I can say pocket friendly place with decent food ,3.0,1
Urban Asia - Kitchen & Bar,This is my second visit to this place Like the Ambience much and cool place to chill out Had been there along with a friend for dinner We didn t want to go for Buffet for sure so it was ala carte Angara Murgu Kabab Rara Ghost and Butter Naan Starter was with much salt and lemon Rara Ghost is nice perfection at it s best Was a good combination with Butter Naan Service was very nice and as I said earlier nice ambience ,3.0,1
The Lal Street - Bar Exchange,The drinks were good the food was mediocre the service was pathetic The waiter asked us when are we leave apparently they overbooked and even the service was slow ,3.0,1
The Old Madras Baking Company,This place is located opposite to Deloitte towers with the limited seating you will find it mostly over crowded The ambiance has a vintage feel as soon as you enter I ordered Paneer chilli pizza peach iced tea chilly cheese tpast and pink sauce pasta all of them were okayish Pizza was perfect indian pizza tasted like panner chilly gravy on pizza base and pasta also had a very Desi taste to it they put carrots in pasta which didn t go well at all I only like the chilly cheese toast which were toasted to perfection Price 3 5 Food 3 5 Service 3 5 Ambiance 3 5,3.0,1
Behrouz Biryani,good,3.0,1
Shanghai Chef 2,Nothing could be better than having restaurant owner recieving you at entrance and assuring you of best service The restuarant is located on first floor having sufficiently spacious area with decent interiors appropriately giving a glimpse of typical Chinese restaurant Not to mention the love of colour red and yellow which found prominence here too I hereby got convinced to rate ambience and decor 4 5 The crew was humble and the owner seemed delighted to have us After exchanging a few words he suggested us the best and quick food we could grab Owner and staff courtesy 5 5 We first ordered talumein soup 3 5 5 moderately spicy and filled with veggies which is certainly a healthy start We ordered mee gorang noodles 3 5 5 comprised of lots of green and red chillies a perfect form of noodles to relish Recommended to those who are tired of shewzwan noodles Noodles accompanied with 8 hot pot garlic gravy 3 5 which Went with noodles so well except the excessive quantity of French beans that hindered the potential of dish ,3.0,1
Tandoori Food Works,Biryani was bad it was burned Taste was bad ,3.0,1
Green Bawarchi Restaurant,A place for a better and Spicy Biryani in Gachibowli Better than Paradise Worth to taste and have Biryani with Thumbs up Happy Eating The restaurant will not be crowded and one also cannot feel that ambience Better to take a parcel from this place ,3.0,1
Karachi Bakery,less quantity given,3.0,1
Triptify,all chutney pickles got spilled ,3.0,1
Hyderabad Chefs,packing was not at all good,3.0,1
Diners Pavilion,The ambience of this place is really good The food is not upto the mark especially Italian food The room kind of setup inside the restaurant is really cool and would be ideal for a team lunch dinner ,3.0,1
eat.fit,not tasty,3.0,1
Faasos,The one I ordered Chicken wrap would have been 5 star but the amount of salt you added was unbearable Do something about it and also the rice dish was fine,3.0,1
Pot Pourri,So I met my brother here for lunch yesterday We ordered spring rolls kaju paneer curry and butter naans The best amongst the order was the starter The curry was just okay with strong turmeric after taste The breads we ordered also arrived cold which made them difficult to chew Overall just an average experience Would have enjoyed if the naans were better and the curry didn t have so much turmeric in it ,3.0,1
Tempteys,Since i am not an ice cream lover still i ordered oreo brownie thick shake The shake was good enough Need to improve packing while delivery Price 3 5 5 Delivery 5 5 Taste 3 5,3.0,1
The Old Madras Baking Company,The restaurant is good food is good Ambience of the outdoor seating area is average They really need to improve on the service front it took the restaurant more than half an hour to prepare a coffee and a sandwich There were no menus in the seating area The setup is semi self service You have to go to the counter to give the order but they will serve you at your seat ,3.0,1
Gal Punjab Di,I visited this place with my friend It is there right in the heart of Gachibowli s Indiranagar vinayak nagar Upon entering you will definitely feel good and like a family restaurant which it is The ambience is decent but its furniture are bit off There are some corner sittings which many may or may not like and then there were chairs where fitting in was a bit tight Then comes the interaction with the staff They are quite friendly and hard working too They do have a quick serving time but thing is their attire was not up to the mark Menu had a wide variety of items and at some decent rates I really liked the way they split between veg and non veg food We ordered quite a lot of stuff but I really liked the dahi kebab It was good But with such good starter I had pinned my hopes on Patiala lassi But that was an anti climax of sorts They used essence for the lassi I hope they start making more authentic lassi with a malai on top That will surely be a game changer Overall it was a mixed experience and hence 3 5 ,3.0,1
Aromas@11SIX,If you have no value for money then this restaurant is good to waste your money Reason for giving 3 is due to veg curries which were told be good by my vegan friends But we non veg guys were totally disappointed for non veg curries It s got no taste at all Chilli chicken gravy was like saucy saucy No spicy at all Butter rotis were thicker than it usually has to be It tasted like wheat flour and not maida Service Good Taste Below average Ambiance Good Cost High,3.0,1
Pot Pourri,This place is for peace If you re looking for ambience try going on the fifth floor Food is edible but not what i was expecting Overall the place was doable to hangout ,3.0,1
Shanghai Chef 2,Its a casual place for good chinese food The ambience is a bit dull but the food is okay Service is ok Have been here on multiple occasions and have liked the food they serve ,3.0,1
Yum Yum Tree - The Arabian Food Court,food was delivered cold,3.0,1
SKYHY,The best hangouts place with friends and girlfriend and it had good dance floor I got good variety of liquor brands also but the food is main concern in terms of both taste and quantity for quires contact sujith reddy12 in instagram SKYHY,3.0,1
Dine O China,Confused waiters half order items not available customization not available ahhh total chaos but surely not truly Chinese it s more northeast nepali food as they are more on spicy and oily side May be I should have tried thupka or some other northeast specialities Give it a try once and do not order corn soup as it has more Aararote powder mixed,3.0,1
Yum Yum Tree - The Arabian Food Court,I suggested not to add Cucumber still they did that This is not done ,3.0,1
Dunkin' Donuts,potato was not pealed it was not that good burger was good,3.0,1
Absolute Sizzlers,The Mixed Biryani is good But need to improve the presentation and the portion The pieces are not cooked properly Better to check this except that all ok ,3.0,1
The Foodie Monster Kitchen,I specially mentioned in message to fry that scrambled eggs properly till crispy brown but they gave it as it is it wasnt cooked properly ,3.0,1
Aromas@11SIX,Tasty food but expect less quantity compared to price It is on the middle of kajaguda to nanakramguda Not crowded and big Very small restaurant ,3.0,1
The Tilt Bar Republic,My exp with the place was a bit different from many other reviews Went for a lunch with wifey The place seemed more suitable for groups college kids and so on The food was decent though Not much to complain about Service was satisfactory while waiters were prompt it wasn t a refined experience Overall I would like to give 3 5 5 but unfortunately can t on the slider scale Food 4 5 Service 3 5 5 Decor ambirnce 3 5,3.0,1
PourHouse7,I chose this place because a friend of mine recommended and I was pretty disappointed with the sluggish service as it was not even standard There was just one bartender on a Friday night which really escalated the waiting time Service on the food section was even slower As the fries ordered at 9pm were served at 10pm I was extremely displeased If you want visit pourhouse7 then I would suggest going only for dancing and that too only if you can tolerate the high base ,3.0,1
Owm Nom Nom,less food,3.0,1
Hotel Zara Hi-Fi,was good,3.0,1
Olive Garden,Have been here many times I was a frequent at their madhapur branch since 2006 Its a quiet place and family friendly The lift is old dark and horrible It feels it will breakdown except that it doesn t They tried installing another lift but that turned out to be scarier that the first one Coming to the food Its just okay Nothing outstanding or too bad Starters and Chicken items are usually good enough Their tandoori chicken doesn t have breast portion I couldn t understand the rationale behind it its just leg thigh and wings And yes I don t know why they have downgraded their crockery They serve curries in smaller household type steel bowls ,3.0,1
Diners Pavilion,Been to this place very recently as one of my friend suggested me to try this out Ambience wise it was decent didn t had much rush or was not that crowded nice place Food was good Had Crispy Corn Bira and Corona Chicken Spicy Table which I liked it among all Laila Biryani which I first heard and had in Pine and Dine and after that I am having that Biryani here ended up with mockatil Dp special which was blend of Guava and Peach It was good Can try this place once,3.0,1
Being Hungry,Pocket friendly sumptuous and decent quality This place is my goto for late night deliveries Their Kaju Biryani is a personal favorite Well flavoured rice with a generous helping of cashews fried in butter this one is comfort at its best Their other options are good too and the helping is perfect for two ,3.0,1
Gal Punjab Di,Love the food here but not today Dahi ke kabab most Favourite not today small kebab no dahi Dhabe di daal big ginger chuncks Tandoori roti not cooked Service on slower end Wish ordered food on swiggy than coming down its better when delivered Had food but not enjoyed Please keep the taste and service top notch wish you good luck,3.0,1
Cream Stone,It s a ever busy place that reeks of laughter sugar in the air The cream stone brand is ever known but what sets apart gachibowli from others is it s courteous staff ambient seating area Its a go to place for ISB IIIT HCU students ,3.0,1
Owm Nom Nom,Very good place but we need to wait so long for the food to deliver us they serve the customers very good response we had murgh malai kabab and muuton briyani with our office colleagues very good in taste I like the grren chutney which they serve with malai kabab ,3.0,1
10 Downing Street,This outlet located on 10th floor of SLN terminus is our team dinner venue rlRestaurant had a decent ambience but open top can have some more mild lighting Brewery is available But as we booked a buffet in bulk we got limited options for food and alcohol Food has got 2 veg plus 4 non veg appetisers Main course was very limited Biryani s and gravy each one for veg and non veg Tandoori rotis and nans Desserts were very limited Vanilla ice cream and gulab jamun Alcohol has 4 options Bacardi white rum antiquity whisky Smirnoff vodka and kf beer Mocktails cool drinks soda and fruit juice available for Mixing Loud music with Divine drinks on breezy Roof top is definitely worth a try ,3.0,1
KS Bakers,Truly average place Tried some of their puff pastry and they were good The items were fresh but the taste could have been better We went pretty late so didn t get a place to sit as they were in the process of closing down for the day ,3.0,1
Triptify,sattu paratha was a bit spicy and they used sugar syrup in almond milk,3.0,1
Hunger Maggi Point,Fried Maggie s are better compared with the normal one Normal Maggie s are prepared like soup with more water also sometimes they let the Maggie to burn and add water in it that would be horrible Good to go as a midnight snack ,3.0,1
Tiki Shack,Tiki shack near jubilee check post was one of my favorites and that s the graar vibe it carries gachhibowli one is never like that but undoubtedly a good place to hang on LIT will have a special mention in both the places though Little costly and ya inside they would have some restrictions with stags and couple Your wallet would feel happy if you are going as couple or gang,3.0,1
Mazzo - Marriott Executive Apartments,Starting with the ambience it has a warm indoor and a pleasant outdoor with a pool Polite staff Food of gd taste chicken biryani a must try Very late service takes around 20 minutes though the crowd is very less ,3.0,1
Pot Pourri,Ambience and service is good Locality of the restaurant is good But taste of the food is not up to the mark Can make it more better Should improve the taste of their signature dishes,3.0,1
Hitech Bawarchi Food Zone,Hyderabadi Dum Biryani I ordered Chicken Dum Biryani from one of the outlet of Hitech Bawarchi online It was a single serve biryani containing a single large chicken piece Biryani was fully loaded with dum and basmati rice was used The quantity of biryani was more than sufficient for a single person Along with biryani salad Salan and Raita was served Biryani was packed in a good plastic container and carried in Hitech Bawarchi carry bag ,3.0,1
Tempteys,nice milkshakes but loosing its quality since the inception i feel artificial flavors dominate shakes good ambience nice staff Ambience 4 5 food 3 5 Service 4 5,3.0,1
Yum Yum Tree - The Arabian Food Court,Visited with my friend in weekend and it s my 1st visit to this food court firstly Ambience was impressive so that I had started taking selfies coming to Service just OK And food taste was not up to the mark ,3.0,1
Hunger Maggi Point,It s a very small food joint like a pan shop and very crowded since there are many other food joints in the same lane It s nothing exceptional but if you really love Maggi then you can give it a try We tried fried chicken maggi but are doubtful of it being halal If anyone knows about it please let me know ,3.0,1
Eat India Company,The best thing about this place is it s aimbence Food was good would have been better for it s price Gachibowli branch is clubbed with urban aisa Zomato gold customers can take advantage of it Aimbence 5 5 Service 4 5 Food 3 5,3.0,1
Dunkin' Donuts,Landed up here on a Saturday night after shopping a couple of stuff Following summaries my experience below Ambiance The ambiance is of a coffee shop and quite a typical one of Dunkin The walls seemed somewhat empty as compared to the Dunkin outlets I have been to in Pune and Mumbai Ample seating for say 30 people 3 5 5 Service You pay at the counter and he will hear your doughnuts and you take them yourself to your seat It is an entirely self service type of mode Nothing extraordinary 3 5 Food We tried the following two doughnuts Kit kat doughnut The doughnut was very fresh but the kit kat taste was okayish not exactly of it The chocolate factor was also less The freshness and the typical dough taste gives this a 4 5 Mango doughnut Literally no taste of mango but again the yummy freshness dough taste which won my heart Just for that 3 5 Will I come here again I like just one here which is Ugly Strawberry Do try that if you like strawberries ,3.0,1
Behrouz Biryani, foodengineering One of the new tastes of biryanis in hyd we ordered bone less chicken biryani and mutton biryani which comes with Gulab jamun the packing is also up to mark,3.0,1
Olive Garden,New Entry in Zomato Gold Ambiance Olive Garden is located at the Time Square Indira Nagar beside Dominos Pizza There is nothing much to say about the ambiance of Olive Garden Restaurant This restaurant is very small with no live screening and no music Ambiance is quite boring as they didn t even decorated it much Even on the Saturday night this place was not at all crowded Food We ordered Chicken Chatpati Kebab as a starter cost approximately INR 255 The quantity of Kebab was very less They served Kebab with the green Pudina Chutney Both the qauntity and the quality was not upto the expectations Then we ordered Chicken Dum Biryani cost approximately INR 210 This was the worst dum biryani I ever had that I didn t even tasted like Biryani Instead of Dum they added so much oil in that Biryani Olive Garden offers 1 1 dish on Zomato Gold membership Service Service here was too slow and the staff didn t even give attention Overall I don t recommend this restaurant to anybody because of the bad experience I had here ,3.0,1
SKYHY,DJ floor is the best part of Skyhy The name of the lounge is justified with a decent rooftop IPL and T20 times are the best to visit this place Although the food and drinks quality need to be improved on a little as we had bad experiences for couple of visits,3.0,1
Collage - Hyatt Hyderabad Gachibowli,Had lunch buffet today but disappointed No choice of our food can t be ordered i mean other than mentioned in food menu Very less food options compared to others which have same brand level But ambiance is very good it s a pleasant peaceful Service is also very good they are very polite ,3.0,1
Shah Ghouse Spl Shawarma,Rating 3 5 5 Although very little resemblance with the Lebanese shawarma wrap the Rumali roti shawarma tasted good The wrap has good quantity of chicken stuffings and the sauce was good too But once again the chicken was quite spicy So if you are looking for healthy food this shawarma isn t your call Very fast delivery ,3.0,1
Al Saba Restaurant,There was a lot of disturbance but running area service was good but ambiance was not good money is sortable Biryani was not so good Irani chai is good,3.0,1
Momos Delight,taste was good but you provided only one mayo packet and 2 chilli sauce for 3 momo orders and the ones provided dripped onto the package because of loose package,3.0,1
Hitech Bawarchi Food Zone,Food is okay but not that good you can miss ordering food from here and you will not miss anything I had a chicken Biryani one day and it was not able to finish it as it was not that tempting,3.0,1
Absolute Sizzlers,Mostly overrated Went with my wife today by seeing the 3 9 stars The place is small and too much crowded There are very less number of servers compared to footfalls Now coming to food ordered chicken drumsticks but taste was not that great then ordered one non veg sizzler which was also not that great Noodles in the sizzler were tasteless Overall did not find the experience which we were expecting ,3.0,1
KFC,I have not received my Pepsi can,3.0,1
Squeeze @ The Lime,nice,3.0,1
Frio Bistro,Food quality 3 5 Ambience 3 5 Service 4 5 Whenever a menu of a restaurant is limited we generally expect the taste to be phenomenon Most of the things that we ordered were okay but the pasta had very thin sauce and also the pasta was not properly cooked ,3.0,1
American Wild Wings,would rate this place 3 5 The food is good no doubt but they are not professional with the quantity I have ordered Ceasar salad twice Once the quantity was decent but the next time it was very less Please take note before ordering Food is good though ,3.0,1
The Indi Grill,This restro is located in Gachibowli in The Platina building We headed to this place for dinner with team on Friday evening The place is good ambience wise and the stuff are friendly too The service was quick and they do ask you the reviews and suggestions Now coming to the food it was okay but as compared to other buffet kitchens like ABs or Barbeque Nation they still lag behind with the same price The starters were good in taste but the main course and dessert was ok ok ,3.0,1
Triptify,I ordered Paneer Paratha combo expecting to get something really delicious but what I received did not meet my expectations The paratha was abundantly stuffed but it s taste was not that good Also it was way too thick ,3.0,1
Udipi's Upahar,kk but not great,3.0,1
La La Land - Bar & Kitchen,Environment was kinda boxed in which was not so appealing to feeling of being relax but food was great beer was cold Cocktails were not so great but then there was a AC in smoking room so yes it can be rated as 3 star,3.0,1
Urban Asia - Kitchen & Bar,Good food Recommend the garlic fried rice and fried ice cream The veg dimsums are also very good The only problem is the service it s a bit slow ,3.0,1
